,Marital_Status,Income,Child,Customer_days,Total_Amount,Total_Purchases,Total_offer,cluster_value
1298,0,78569.0,0,130,1736,16,2,1
1299,1,7500.0,2,549,57,16,0,0
1300,0,157733.0,1,390,59,3,0,1
1301,0,94384.0,0,482,2302,20,4,1
1302,0,23148.0,0,131,37,13,0,0
1303,1,44267.0,2,489,310,25,0,0
1304,0,71626.0,0,605,1305,22,1,1
1305,0,60894.0,1,366,832,33,0,1
1306,0,50200.0,2,452,401,27,0,0
1307,0,81051.0,0,37,1501,25,2,1
1308,0,65169.0,0,166,1189,34,5,1
1309,0,59868.0,1,342,1194,38,0,1
1310,0,65695.0,1,149,656,25,0,1
1311,1,64857.0,0,583,1540,27,0,1
1312,0,45143.0,1,307,311,22,0,0
1313,0,74805.0,1,235,820,28,0,1
1314,0,59060.0,1,169,274,18,0,1
1315,1,27238.0,2,435,57,18,0,0
1316,0,47009.0,1,271,448,21,0,0
1317,0,46094.0,2,19,44,12,0,0
1318,0,40321.0,2,335,102,15,0,0
1319,0,37235.0,1,148,61,9,0,0
1320,0,81843.0,0,433,1643,30,0,1
1321,0,46692.0,1,388,397,21,0,0
1322,0,77382.0,1,173,1121,27,1,1
1323,1,37774.0,2,664,473,25,2,0
1324,0,18393.0,1,92,50,16,0,0
1325,0,72828.0,1,500,1678,35,0,1
1326,0,24711.0,0,72,58,14,0,0
1327,0,45503.0,1,277,170,14,0,0
1328,1,6560.0,0,199,373,19,0,0
1329,0,71604.0,0,224,1196,21,2,1
1330,0,27244.0,1,114,101,15,0,0
1331,0,48752.0,2,564,316,26,1,0
1332,0,71434.0,1,284,1400,25,2,1
1333,1,90842.0,0,335,1424,28,0,1
1334,0,88097.0,1,680,844,29,4,1
1335,0,51948.0,1,285,311,18,0,0
1336,0,71853.0,0,417,1149,18,0,1
1337,0,35876.0,0,70,129,14,0,0
1338,1,40049.0,1,256,32,11,0,0
1339,1,39660.0,1,690,299,23,1,0
1340,0,50127.0,1,31,320,19,1,0
1341,0,43263.0,1,585,441,21,0,0
1342,0,62845.0,2,636,1178,36,2,1
1343,0,18929.0,0,498,85,12,0,0
1344,1,24367.0,1,466,24,13,0,0
1345,1,33249.0,1,494,112,14,0,0
1346,0,26887.0,1,504,30,11,0,0
1347,0,50150.0,0,374,410,21,0,0
1348,0,62061.0,1,302,800,30,1,1
1349,1,85696.0,0,422,1313,21,1,1
1350,0,76542.0,0,456,1483,25,0,1
1351,1,70515.0,0,251,1258,19,1,1
1352,0,18227.0,1,598,28,12,0,0
1353,0,69139.0,1,153,227,15,0,1
1354,0,69109.0,0,597,1555,24,2,1
1355,1,69627.0,1,469,861,28,0,1
1356,0,38136.0,1,433,103,16,1,0
1357,1,62159.0,0,62,634,23,0,1
1358,1,80695.0,0,182,1918,21,0,1
1359,1,33316.0,2,268,131,16,0,0
1360,0,58554.0,2,641,586,29,0,1
1361,0,17256.0,1,218,62,15,1,0
1362,1,53034.0,2,395,447,30,0,1
1363,0,52203.0,0,698,939,33,0,0
1364,1,59601.0,1,339,797,23,1,1
1365,1,75154.0,1,663,1143,19,1,1
1366,1,47025.0,1,234,415,23,0,0
1367,0,37971.0,1,216,30,13,0,0
1368,1,41335.0,1,185,187,19,0,0
1369,0,67267.0,1,47,251,13,0,1
1370,1,57338.0,1,61,237,17,0,1
1371,0,50523.0,2,186,91,14,0,0
1372,1,35791.0,3,419,35,14,0,0
1373,1,50611.0,1,633,493,28,1,0
1374,0,56242.0,1,483,971,34,0,1
1375,1,48904.0,1,574,371,25,0,0
1376,1,56243.0,3,181,396,25,0,1
1377,0,21355.0,1,313,68,13,2,0
1378,0,57420.0,1,369,322,22,1,1
1379,0,51381.5,1,454,317,19,0,0
1380,1,46390.0,1,55,222,17,0,0
1381,0,54342.0,2,361,177,18,0,1
1382,0,51381.5,2,664,45,10,0,0
1383,1,51381.5,2,168,21,11,0,0
1384,0,20895.0,1,631,45,15,0,0
1385,0,92344.0,0,165,1899,21,2,1
1386,0,51381.5,1,119,42,12,0,0
1387,0,26907.0,2,313,22,13,0,0
1388,0,44964.0,2,560,41,13,0,0
1389,0,75507.0,0,58,1440,24,0,1
1390,0,53761.0,2,261,325,22,0,1
1391,0,22682.0,1,269,95,14,0,0
1392,0,38887.0,1,119,42,12,0,0
1393,1,41658.0,2,597,72,10,0,0
1394,0,29791.0,1,45,20,12,0,0
1395,0,63915.0,2,334,789,28,0,1
1396,1,39996.0,2,38,15,10,0,0
1397,1,26759.0,1,142,59,14,0,0
1398,1,63841.0,1,434,908,28,0,1
1399,0,51039.0,2,566,417,21,0,0
1400,0,60544.0,2,673,289,21,0,1
1401,0,65685.0,1,92,769,26,0,1
1402,0,37716.0,1,69,188,17,0,0
1403,1,36864.0,1,685,354,22,1,0
1404,0,44511.0,1,625,727,34,0,0
1405,0,36947.0,2,691,146,20,0,0
1406,0,47352.0,1,444,319,23,0,0
1407,0,67087.0,1,194,794,26,0,1
1408,0,57045.0,1,659,454,21,0,1
1409,1,36957.0,2,661,152,20,1,0
1410,0,69389.0,1,639,797,26,0,1
1411,0,80134.0,1,405,1690,22,4,1
1412,0,43142.0,2,131,20,11,0,0
1413,0,80589.0,0,158,1428,22,2,1
1414,1,34412.0,1,501,209,20,0,0
1415,1,57537.0,1,384,545,23,0,1
1416,0,22634.0,0,529,96,14,0,0
1417,0,51315.0,0,126,222,12,0,0
1418,0,36026.0,3,105,61,13,0,0
1419,0,24639.0,2,152,44,15,0,0
1420,0,34578.0,3,79,8,10,0,0
1421,1,65704.0,0,259,817,24,0,1
1422,1,63810.0,1,595,1371,31,1,1
1423,0,54132.0,1,133,42,12,0,1
1424,0,18690.0,0,548,60,13,0,0
1425,0,28164.0,1,421,78,16,0,0
1426,0,34596.0,1,442,23,12,0,0
1427,0,43269.0,1,286,19,12,0,0
1428,1,38741.0,2,91,61,14,0,0
1429,1,31907.0,0,482,449,21,0,0
1430,0,27100.0,1,450,37,12,0,0
1431,1,31163.0,1,136,38,11,0,0
1432,0,92533.0,0,192,1131,25,2,1
1433,1,34853.0,2,188,34,13,0,0
1434,1,70844.0,2,242,294,24,0,1
1435,0,31086.0,2,421,48,14,1,0
1436,0,60544.0,2,673,289,21,0,1
1437,0,20491.0,0,520,30,11,0,0
1438,0,42523.0,0,67,125,9,0,0
1439,0,39922.0,1,500,156,17,0,0
1440,0,33402.0,2,346,70,17,0,0
1441,0,36408.0,2,281,22,10,0,0
1442,0,21645.0,1,664,65,18,1,0
1443,1,78427.0,0,613,1930,26,2,1
1444,0,82657.0,0,275,2283,27,2,1
1445,0,51876.0,0,257,310,14,0,0
1446,0,78041.0,0,560,1319,20,0,1
1447,0,52852.0,1,575,879,34,1,1
1448,0,70038.0,0,247,1244,19,0,1
1449,0,69401.0,1,98,690,19,0,1
1450,0,46053.0,1,497,209,17,0,0
1451,0,77343.0,0,20,1134,18,0,1
1452,1,73892.0,0,228,1507,24,1,1
1453,1,40304.0,1,272,57,13,0,0
1454,0,32727.0,0,670,529,25,0,0
1455,0,68695.0,0,4,1091,18,0,1
1456,1,43300.0,1,624,180,19,1,0
1457,0,26290.0,2,533,77,16,0,0
1458,1,93790.0,0,137,2349,27,4,1
1459,0,38410.0,0,653,534,24,1,0
1460,1,64866.0,1,154,556,26,1,1
1461,0,57957.0,1,314,637,28,0,1
1462,0,46015.0,2,77,46,12,2,0
1463,0,16531.0,1,11,44,16,0,0
1464,0,28072.0,1,356,47,12,0,0
1465,1,49476.0,1,374,795,24,0,0
1466,0,50725.0,1,501,586,29,0,0
1467,0,83844.0,0,413,1574,21,1,1
1468,0,41145.0,2,141,13,7,0,0
1469,0,67419.0,1,529,1471,30,0,1
1470,0,23162.0,2,190,65,14,0,0
1471,0,34380.0,1,423,175,20,0,0
1472,1,34704.0,1,428,40,10,0,0
1473,0,94871.0,2,666,1078,25,3,1
1474,0,65148.0,1,590,1115,25,0,1
1475,0,39898.0,1,502,134,16,0,0
1476,1,64857.0,0,583,1540,27,0,1
1477,0,59892.0,1,239,87,10,0,1
1478,1,41020.0,0,244,217,13,0,0
1479,0,57072.0,1,156,1034,32,1,1
1480,1,60474.0,1,454,1180,38,0,1
1481,0,62807.0,1,667,819,28,0,1
1482,0,19414.0,1,256,32,13,0,0
1483,0,19107.0,1,311,46,13,0,0
1484,0,75484.0,1,696,1159,22,0,1
1485,1,70379.0,1,483,860,29,0,1
1486,0,79419.0,0,7,1631,17,0,1
1487,0,64014.0,3,19,444,29,1,1
1488,0,76998.0,1,534,1910,35,1,1
1489,0,49854.0,1,231,380,24,0,0
1490,0,60585.0,2,370,736,35,1,1
1491,1,42873.0,2,524,269,23,0,0
1492,0,87679.0,0,337,2524,33,4,1
1493,0,57867.0,1,271,612,31,0,1
1494,0,35765.0,1,200,75,14,0,0
1495,0,65492.0,0,154,1045,28,0,1
1496,1,32952.0,1,210,55,13,0,0
1497,0,53374.0,1,682,1064,30,2,1
1498,0,71706.0,1,593,1443,30,0,1
1499,0,68487.0,0,532,1366,34,0,1
1500,0,53253.0,2,503,436,24,0,1
1501,1,31163.0,1,136,38,11,0,0
1502,0,42014.0,1,681,436,28,1,0
1503,0,54108.0,2,601,747,40,0,1
1504,1,49667.0,0,678,1396,30,2,0
1505,0,63206.0,0,101,928,16,1,1
1506,0,57136.0,2,355,642,32,0,1
1507,0,46772.0,1,599,1048,38,1,0
1508,0,78931.0,0,247,943,25,0,1
1509,0,53977.0,1,386,907,32,0,1
1510,0,84219.0,0,147,1198,19,0,1
1511,1,46098.0,2,680,120,19,0,0
1512,0,73538.0,1,581,1658,33,0,1
1513,0,79529.0,0,63,1638,24,0,1
1514,0,20981.0,0,425,73,15,1,0
1515,1,51766.0,1,110,275,17,0,0
1516,0,55759.0,1,578,854,34,0,1
1517,0,33039.0,1,293,78,12,0,0
1518,0,37787.0,1,282,106,15,0,0
1519,1,27242.0,1,595,106,16,1,0
1520,1,87188.0,0,391,1923,22,1,1
1521,0,69930.0,0,399,1662,25,0,1
1522,1,37697.0,1,142,84,13,0,0
1523,0,37401.0,1,54,48,14,0,0
1524,1,3502.0,1,442,5,14,0,0
1525,0,58597.0,2,586,733,39,0,1
1526,1,82032.0,0,85,1234,18,0,1
1527,0,28087.0,2,565,112,16,0,0
1528,1,74004.0,0,125,1658,18,3,1
1529,0,19740.0,1,462,55,12,0,0
1530,0,57036.0,1,565,1513,35,1,1
1531,0,53083.0,2,410,271,24,1,1
1532,0,69283.0,1,15,904,32,0,1
1533,1,46098.0,2,680,120,19,1,0
1534,0,23331.0,1,663,103,16,0,0
1535,1,23331.0,1,632,269,26,0,0
1536,1,9255.0,1,191,22,13,0,0
1537,1,67786.0,0,204,1156,17,1,1
1538,0,71969.0,1,621,1086,27,1,1
1539,1,59235.0,1,533,1128,35,0,1
1540,0,31928.0,1,93,72,16,0,0
1541,0,74881.0,2,478,964,32,0,1
1542,0,65819.0,0,577,1383,23,0,1
1543,1,51411.0,3,399,18,9,0,0
1544,1,51983.0,1,667,793,31,0,0
1545,0,42386.0,1,532,100,15,0,0
1546,0,30390.0,0,300,80,12,0,0
1547,1,30983.0,0,597,167,16,1,0
1548,1,66033.0,1,525,677,27,0,1
1549,0,37284.0,2,457,23,10,0,0
1550,1,57530.0,1,260,92,8,0,1
1551,0,76800.0,0,113,641,17,0,1
1552,0,63943.0,1,665,1106,22,0,1
1553,0,76081.0,0,37,1033,16,1,1
1554,0,67445.0,1,686,1174,38,0,1
1555,0,37054.0,2,287,25,13,0,0
1556,0,47175.0,2,609,240,25,2,0
1557,1,31859.0,1,380,20,11,0,0
1558,1,27215.0,3,522,102,17,0,0
1559,1,70179.0,1,343,1034,31,0,1
1560,0,39922.0,1,500,156,17,0,0
1561,0,49681.0,2,237,458,28,0,0
1562,0,24645.0,1,605,17,12,0,0
1563,1,79865.0,1,11,792,22,0,1
1564,0,44322.0,1,13,92,16,0,0
1565,1,47958.0,1,526,407,21,0,0
1566,1,63972.0,1,574,1269,27,1,1
1567,0,75315.0,1,75,841,25,0,1
1568,0,55517.0,2,640,633,32,1,1
1569,0,75283.0,3,459,1019,29,0,1
1570,1,82800.0,0,582,1315,29,3,1
1571,0,38998.0,2,603,54,16,0,0
1572,1,90638.0,0,136,2525,19,2,1
1573,0,27161.0,1,244,52,12,0,0
1574,0,42014.0,1,681,436,28,1,0
1575,0,38201.0,1,457,268,23,0,0
1576,0,45203.0,2,98,147,14,1,0
1577,0,81574.0,0,62,1798,19,2,1
1578,0,34935.0,0,373,137,15,0,0
1579,1,60482.0,1,522,507,24,0,1
1580,0,34633.0,3,157,15,10,0,0
1581,0,78093.0,0,200,1105,18,0,1
1582,1,82460.0,0,209,974,16,0,1
1583,0,45903.0,1,67,66,12,0,0
1584,1,81361.0,0,124,778,28,1,1
1585,1,35860.0,2,41,49,11,2,0
1586,0,40442.0,2,679,169,19,1,0
1587,0,61482.0,0,2,299,14,0,1
1588,0,34968.0,1,445,221,24,0,0
1589,0,75794.0,0,187,1682,28,1,1
1590,0,31497.0,1,570,155,18,0,0
1591,0,74268.0,0,500,892,15,0,1
1592,0,13724.0,1,667,58,14,1,0
1593,0,45143.0,1,307,311,22,0,0
1594,1,52569.0,1,85,95,10,0,0
1595,1,48432.0,1,619,424,27,1,0
1596,0,17144.0,2,134,47,19,0,0
1597,1,36108.0,1,257,339,24,1,0
1598,0,76445.0,1,639,1410,27,0,1
1599,0,36663.0,1,65,35,8,0,0
1600,0,53843.0,1,367,562,27,0,1
1601,0,90226.0,0,641,2352,26,1,1
1602,1,70638.0,0,393,1334,23,1,1
1603,0,44512.0,2,303,32,10,0,0
1604,0,27116.0,2,119,41,14,0,0
1605,0,54072.0,2,337,39,13,0,1
1606,0,71855.0,1,529,1141,28,0,1
1607,1,51250.0,1,456,710,33,1,0
1608,0,60432.0,1,112,401,25,0,1
1609,0,65526.0,1,79,506,19,0,1
1610,1,68655.0,0,688,1538,24,0,1
1611,0,12393.0,0,572,57,15,0,0
1612,1,64509.0,0,316,1722,23,2,1
1613,1,33955.0,1,324,270,23,0,0
1614,0,31353.0,2,182,31,14,1,0
1615,0,55434.0,1,267,882,28,0,1
1616,0,28359.0,1,245,16,11,0,0
1617,1,57100.0,1,42,311,17,0,1
1618,0,69139.0,1,153,227,15,0,1
1619,0,52973.0,1,598,1152,39,0,1
1620,0,51717.0,1,313,122,15,1,0
1621,0,18793.0,1,533,77,17,0,0
1622,0,66664.0,0,642,1289,22,0,1
1623,1,50664.0,2,529,561,33,0,0
1624,0,54414.0,2,522,211,17,0,1
1625,0,54549.0,1,118,233,19,0,1
1626,1,47111.0,1,659,1092,30,0,0
1627,1,41003.0,0,469,601,23,0,0
1628,0,19444.0,1,127,54,17,1,0
1629,0,36301.0,1,247,78,14,0,0
1630,0,73059.0,1,302,1095,30,0,1
1631,0,42731.0,1,251,244,18,0,0
1632,0,52854.0,2,97,116,14,0,1
1633,0,22775.0,1,375,15,12,0,0
1634,0,46681.0,2,264,425,21,0,0
1635,0,59821.0,1,443,734,34,0,1
1636,1,50002.0,1,377,638,26,0,0
1637,0,69755.0,0,270,894,23,0,1
1638,0,44078.0,2,10,41,12,0,0
1639,0,30560.0,1,367,31,12,0,0
1640,0,35924.0,2,98,34,10,0,0
1641,1,64140.0,2,279,1750,23,4,1
1642,0,56386.0,2,610,612,34,0,1
1643,0,24594.0,1,201,29,10,0,0
1644,0,75774.0,1,58,823,25,0,1
1645,1,39228.0,0,415,20,8,0,0
1646,0,58494.0,1,199,396,22,0,1
1647,1,58684.0,0,13,813,23,1,1
1648,1,57136.0,0,407,1179,26,1,1
1649,1,56551.0,2,53,138,14,0,1
1650,0,22448.0,1,123,55,12,0,0
1651,1,82014.0,0,678,1511,28,1,1
1652,1,34213.0,2,660,117,18,1,0
1653,0,157146.0,0,426,1730,29,0,1
1654,1,25358.0,1,342,32,12,0,0
1655,1,35544.0,1,113,67,13,0,0
1656,0,36634.0,1,397,335,22,0,0
1657,0,62670.0,1,147,825,25,0,1
1658,0,50334.0,1,340,694,29,0,0
1659,1,72066.0,0,6,1792,19,3,1
1660,1,50729.0,2,423,496,30,0,0
1661,0,34916.0,2,410,231,22,0,0
1662,1,64892.0,1,31,902,28,0,1
1663,1,43602.0,2,170,68,15,0,0
1664,1,33996.0,0,291,71,10,0,0
1665,1,41473.0,1,375,76,13,0,0
1666,0,63246.0,2,313,772,26,0,1
1667,0,36732.0,2,182,47,11,0,0
1668,0,69084.0,1,222,1586,33,0,1
1669,0,77766.0,1,492,1529,40,2,1
1670,1,37929.0,0,334,265,20,3,0
1671,0,86610.0,0,297,1603,20,0,1
1672,0,80141.0,0,534,2091,28,2,1
1673,0,72635.0,0,391,981,24,1,1
1674,0,69016.0,1,584,1533,39,0,1
1675,0,20193.0,0,578,82,11,0,0
1676,0,27573.0,1,461,244,22,0,0
1677,1,15862.0,1,367,36,13,0,0
1678,0,49544.0,1,502,404,23,0,0
1679,0,33228.0,1,157,71,13,0,0
1680,0,70440.0,0,264,1572,26,1,1
1681,0,38232.0,2,163,122,16,0,0
1682,0,22554.0,2,603,41,15,0,0
1683,0,23536.0,1,25,10,7,0,0
1684,0,49413.0,1,247,304,18,0,0
1685,0,42231.0,2,96,37,10,0,0
1686,1,78789.0,0,690,1754,18,1,1
1687,0,56534.0,1,341,815,33,3,1
1688,1,58350.0,1,541,1001,33,0,1
1689,1,81217.0,0,345,1157,23,0,1
1690,1,49090.0,1,345,688,28,0,0
1691,1,61787.0,0,358,1319,24,0,1
1692,0,18169.0,1,495,21,12,0,0
1693,1,24336.0,1,671,31,11,0,0
1694,0,18222.0,0,545,67,14,0,0
1695,1,62335.0,1,402,708,23,0,1
1696,0,42033.0,2,648,25,11,0,0
1697,0,86580.0,0,487,746,12,1,1
1698,1,41437.0,2,645,32,12,0,0
1699,1,73705.0,2,116,1695,30,0,1
1700,0,61064.0,1,667,1080,34,0,1
1701,0,38452.0,2,91,72,16,0,0
1702,1,18358.0,1,221,57,17,0,0
1703,0,55012.0,1,100,660,30,0,1
1704,0,9722.0,1,635,103,19,1,0
1705,0,38175.0,1,279,153,18,0,0
1706,0,58656.0,1,647,1220,38,1,1
1707,0,52117.0,1,682,279,20,0,0
1708,0,64813.0,1,178,745,25,0,1
1709,0,54222.0,1,120,264,15,0,1
1710,0,83512.0,0,12,2157,23,5,1
1711,0,77520.0,1,305,1526,27,4,1
1712,0,41154.0,1,446,69,11,0,0
1713,0,80398.0,0,596,1597,29,1,1
1714,1,18746.0,1,31,64,14,0,0
1715,0,35196.0,1,593,497,26,0,0
1716,1,60230.0,1,405,1067,22,0,1
1717,0,22108.0,2,52,31,14,0,0
1718,0,44392.0,2,297,211,21,0,0
1719,0,55424.0,1,581,877,31,2,1
1720,0,17688.0,1,532,11,12,0,0
1721,0,92491.0,0,424,2034,28,4,1
1722,1,90273.0,0,197,1991,21,4,1
1723,1,82571.0,0,88,1686,26,1,1
1724,1,38513.0,1,152,324,25,1,0
1725,1,16653.0,1,72,69,15,1,0
1726,0,42586.0,2,608,252,24,1,0
1727,1,23529.0,1,538,54,11,0,0
1728,0,74881.0,2,478,964,32,0,1
1729,0,71107.0,1,497,1327,32,0,1
1730,0,46910.0,2,98,68,13,0,0
1731,0,18690.0,0,548,60,13,0,0
1732,1,37244.0,2,428,55,12,1,0
1733,0,82427.0,0,109,1456,22,1,1
1734,1,75342.0,1,419,563,22,0,1
1735,1,70044.0,1,496,1504,31,0,1
1736,1,79146.0,2,66,564,25,0,1
1737,0,77437.0,0,215,1125,24,1,1
1738,0,54984.0,1,36,358,24,1,1
1739,0,42403.0,1,200,42,13,0,0
1740,0,55761.0,1,66,184,16,1,1
1741,0,37292.0,1,437,460,27,0,0
1742,1,45576.0,0,32,145,16,1,0
1743,0,70321.0,0,529,1376,29,1,1
1744,1,58086.0,1,525,792,31,0,1
1745,0,81795.0,0,611,1382,25,0,1
1746,0,28389.0,0,586,28,11,0,0
1747,0,66835.0,0,274,1033,26,0,1
1748,1,69901.0,1,396,882,28,0,1
1749,0,80360.0,0,483,2231,17,3,1
1750,0,63342.0,1,621,1101,25,2,1
1751,0,44989.0,1,655,369,22,0,0
1752,1,31859.0,1,122,48,12,0,0
1753,1,51569.0,1,502,467,27,2,0
1754,1,30372.0,2,551,44,15,0,0
1755,1,16014.0,2,469,38,13,0,0
1756,0,41120.0,2,235,81,15,0,0
1757,1,39763.0,1,329,167,19,1,0
1758,0,38725.0,2,50,45,11,0,0
1759,0,77981.0,1,399,664,26,0,1
1760,0,62905.0,1,292,622,24,0,1
1761,1,13533.0,1,476,48,14,0,0
1762,0,59481.0,1,249,461,18,0,1
1763,0,72117.0,1,313,1073,31,0,1
1764,0,21955.0,1,295,55,14,0,0
1765,0,67131.0,1,460,976,32,0,1
1766,1,36802.0,1,13,20,10,0,0
1767,0,71853.0,0,417,1149,18,0,1
1768,0,28249.0,0,14,43,12,0,0
1769,0,47808.0,1,252,224,17,1,0
1770,1,25509.0,1,649,101,18,1,0
1771,0,51012.0,0,437,209,16,0,0
1772,1,70596.0,0,632,968,23,0,1
1773,0,85431.0,0,386,1165,17,0,1
1774,0,42664.0,1,103,24,11,0,0
1775,0,42586.0,2,608,252,24,1,0
1776,1,29760.0,1,669,165,20,0,0
1777,0,28973.0,0,624,269,21,0,0
1778,0,39435.0,1,327,102,14,0,0
1779,0,65370.0,0,332,461,20,0,1
1780,1,20194.0,1,559,47,13,0,0
1781,1,42473.0,2,132,144,15,0,0
1782,0,64590.0,0,623,1338,30,0,1
1783,0,71232.0,1,213,917,32,0,1
1784,0,34600.0,2,544,318,25,1,0
1785,1,46904.0,2,603,253,22,0,0
1786,0,49094.0,1,646,502,26,0,0
1787,0,36075.0,1,202,119,13,0,0
1788,0,60839.0,2,670,1250,37,0,1
1789,0,77298.0,1,239,969,27,0,1
1790,0,34026.0,2,328,76,14,0,0
1791,1,48918.0,2,78,62,11,0,0
1792,0,82122.0,0,318,1382,27,1,1
1793,1,37697.0,1,142,84,13,0,0
1794,0,34074.0,2,351,255,20,1,0
1795,0,28520.0,2,380,43,11,0,0
1796,1,62535.0,1,269,398,17,0,1
1797,1,36273.0,1,74,76,14,0,0
1798,0,63404.0,2,23,902,19,1,1
1799,0,75774.0,1,58,823,25,0,1
1800,0,78416.0,1,2,1179,29,0,1
1801,0,75702.0,1,623,1921,35,1,1
1802,0,59385.0,2,427,185,15,0,1
1803,1,37070.0,2,466,433,30,1,0
1804,0,44689.0,2,170,34,13,1,0
1805,0,53977.0,1,386,907,32,0,1
1806,1,7144.0,2,204,416,25,0,0
1807,1,18701.0,2,390,44,15,0,0
1808,0,90369.0,0,62,1588,18,1,1
1809,1,63159.0,0,601,1797,20,1,1
1810,0,37758.0,2,633,40,14,0,0
1811,1,46757.0,1,590,1143,30,0,0
1812,0,79734.0,0,1,914,15,1,1
1813,0,63207.0,0,525,1502,19,1,1
1814,1,72071.0,1,500,1338,22,0,1
1815,0,21840.0,1,343,27,14,0,0
1816,0,58582.0,1,274,763,27,1,1
1817,1,72282.0,0,345,1331,29,1,1
1818,0,50387.0,2,302,525,24,0,0
1819,0,32583.0,2,14,9,11,0,0
1820,0,62568.0,1,83,953,20,1,1
1821,1,44635.0,2,261,68,14,0,0
1822,1,33316.0,2,268,131,16,0,0
1823,0,63967.0,1,324,882,25,0,1
1824,0,52513.0,0,663,1149,32,0,0
1825,0,25293.0,1,287,37,13,0,0
1826,1,54111.0,1,308,388,20,0,1
1827,0,78394.0,0,499,1428,18,1,1
1828,0,80739.0,0,402,1633,25,0,1
1829,0,22669.0,1,403,173,19,1,0
1830,1,29236.0,1,264,99,18,0,0
1831,0,44911.0,1,471,215,19,0,0
1832,0,54693.0,1,497,929,37,0,1
1833,0,48186.0,1,101,219,19,0,0
1834,0,54809.0,2,291,174,16,1,1
1835,0,41580.0,2,566,92,14,0,0
1836,0,80336.0,0,293,1052,26,0,1
1837,0,47743.0,1,464,275,20,1,0
1838,0,62972.0,1,695,587,22,0,1
1839,1,57333.0,1,645,1662,39,1,1
1840,0,32313.0,1,503,159,20,0,0
1841,1,84953.0,0,391,1024,20,4,1
1842,1,27071.0,1,67,35,13,0,0
1843,0,68148.0,0,302,1042,17,0,1
1844,0,65735.0,2,204,395,26,0,1
1845,0,86836.0,0,655,557,28,4,1
1846,0,4023.0,2,6,9,34,0,0
1847,0,30093.0,0,356,69,13,0,0
1848,0,57705.0,1,169,486,24,0,1
1849,1,25008.0,1,147,34,14,0,0
1850,1,83257.0,0,649,1365,34,3,1
1851,0,22280.0,1,406,13,12,0,0
1852,0,72159.0,0,608,1401,23,0,1
1853,0,64260.0,0,534,1574,17,1,1
1854,1,82733.0,0,292,1323,24,1,1
1855,1,74290.0,1,321,1217,38,2,1
1856,1,58217.0,3,589,103,13,0,1
1857,0,21024.0,0,360,84,14,0,0
1858,0,70116.0,0,519,1536,24,0,1
1859,0,54006.0,1,649,581,25,0,1
1860,0,69063.0,1,599,928,17,0,1
1861,1,11448.0,0,196,14,10,0,0
1862,1,61825.0,1,326,424,19,0,1
1863,0,70886.0,1,258,960,16,0,1
1864,0,69109.0,0,597,1555,24,2,1
1865,1,60208.0,2,630,656,36,2,1
1866,0,32889.0,2,296,55,14,0,0
1867,1,34738.0,1,49,20,11,0,0
1868,0,30538.0,1,636,367,27,0,0
1869,0,82326.0,0,111,2257,24,4,1
1870,1,26642.0,1,120,42,13,0,0
1871,1,69932.0,1,382,1049,30,0,1
1872,1,44503.0,2,74,48,13,0,0
1873,1,60200.0,1,543,685,31,0,1
1874,1,49638.0,1,71,39,7,0,0
1875,1,23830.0,0,142,43,12,0,0
1876,1,33051.0,0,682,835,30,1,0
1877,0,72905.0,0,159,1515,21,1,1
1878,0,69702.0,1,495,1039,30,0,1
1879,1,70300.0,1,349,1596,34,0,1
1880,0,70643.0,0,622,1828,24,1,1
1881,0,30396.0,1,60,34,13,2,0
1882,1,50616.0,1,72,149,17,0,0
1883,1,62772.0,1,406,946,25,1,1
1884,1,30298.0,0,41,28,9,0,0
1885,1,52413.0,1,603,450,24,0,0
1886,0,44155.0,2,161,46,9,0,0
1887,1,86979.0,0,234,1702,18,2,1
1888,0,76532.0,2,293,820,30,0,1
1889,0,42081.0,1,488,382,21,1,0
1890,0,67546.0,0,667,2126,23,0,1
1891,0,88420.0,0,58,2069,21,3,1
1892,0,31158.0,1,518,72,15,0,0
1893,1,61671.0,1,26,732,36,2,1
1894,1,69719.0,0,34,801,12,0,1
1895,1,49160.0,1,252,236,18,0,0
1896,0,24882.0,1,658,80,11,1,0
1897,1,90933.0,0,90,1685,16,1,1
1898,1,113734.0,0,32,277,28,0,1
1899,0,59292.0,1,381,507,21,0,1
1900,0,45759.0,2,491,68,14,0,0
1901,1,22148.0,0,77,49,12,0,0
1902,0,73395.0,0,103,397,17,0,1
1903,1,29819.0,1,248,39,15,0,0
1904,0,45688.0,1,155,306,18,1,0
1905,0,62820.0,0,414,976,15,0,1
1906,0,60491.0,1,296,1028,33,0,1
1907,0,33235.0,1,144,70,14,0,0
1908,0,35701.0,0,467,46,11,0,0
1909,0,31535.0,1,276,51,12,1,0
1910,0,92556.0,0,70,1263,21,0,1
1911,1,67384.0,1,596,1490,27,1,1
1912,0,80573.0,0,623,1564,26,0,1
1913,0,77870.0,1,676,1815,26,3,1
1914,1,52278.0,1,520,1198,39,0,0
1915,1,57107.0,1,674,416,31,3,1
1916,0,18929.0,0,498,85,12,0,0
1917,1,36038.0,1,394,47,14,0,0
1918,1,20180.0,0,494,137,15,0,0
1919,0,34230.0,2,550,21,11,0,0
1920,1,31878.0,1,7,70,9,0,0
1921,0,70932.0,1,161,909,25,0,1
1922,1,91249.0,0,617,1676,26,5,1
1923,1,77598.0,0,271,1735,29,1,1
